as_of_date,order_sequence,ticker,action,quantity,close_price,fill_price,notional,total_transaction_cost,position_quantity_after
2026-07-10,1,AMAT,BUY,0.3165085536869769,602.5,603.1025,190.8871,0.2861399535963921,0.3165085536869769
2026-07-10,2,ANET,BUY,0.9850191174898014,186.9600067138672,187.14696672058105,184.34334,0.2763308508191743,0.9850191174898014
2026-07-10,3,APP,BUY,0.3645057573524656,506.9800109863281,507.4869909973144,184.98193,0.2772880978671214,0.3645057573524656
2026-07-10,4,META,BUY,0.2543309113892339,669.21,669.87921,170.37099,0.2553862842107656,0.2543309113892339
2026-07-10,5,TWLO,BUY,0.7888114957736854,214.55999755859375,214.77455755615233,169.41664,0.2539557126073826,0.7888114957736854
2026-07-13,1,APP,SELL,0.3645057573524656,442.8500061035156,442.4071560974121,161.2599554914377,0.2420513546140288,0.0
2026-07-15,1,ANET,SELL,0.9850191174898014,171.9199981689453,171.74807817077638,169.17514039034756,0.2539320550703829,0.0
2026-07-15,2,TWLO,SELL,0.7888114957736854,211.5399932861328,211.3284532928467,166.6983133414698,0.2502143351907175,0.0
2026-07-16,1,TWLO,BUY,0.9115094440236264,206.6999969482422,206.9066969451904,188.59740829727548,0.2827077034466051,0.9115094440236264
2026-07-17,1,META,SELL,0.2543309113892339,646.010009765625,645.3639997558594,164.13601423570904,0.2463683216681156,0.0
2026-07-21,1,NBIS,BUY,0.8559929595849924,216.9199981689453,217.13691816711423,185.86767321703243,0.2786158278343003,0.8559929595849924
2026-07-27,1,ALAB,BUY,0.6276618923163781,282.5199890136719,282.8025090026855,177.50435795244513,0.2660792098977148,0.6276618923163781
2026-07-28,1,ALAB,SELL,0.6276618923163781,260.2300109863281,259.9697809753418,163.17312467205738,0.2449230234692226,0.0
2026-07-28,2,NBIS,SELL,0.8559929595849924,169.69000244140625,169.52031243896485,145.10819395440214,0.2178075443789989,0.0
2026-07-28,3,ABNB,BUY,1.1023795151220337,153.11000061035156,153.2631106109619,168.9541135614068,0.2532623850138487,1.1023795151220337
2026-07-29,1,ABNB,SELL,1.1023795151220337,153.00999450683594,152.8569845123291,168.50640846971757,0.2529282877881404,0.0
2026-07-29,2,AMAT,SELL,0.3165085536869769,436.4500122070313,436.01356219482426,138.00202195819057,0.207141173099411,0.0
2026-07-29,3,TWLO,SELL,0.9115094440236264,188.25,188.06175,171.42006118461023,0.2573016834297625,0.0
2026-07-30,1,AMAT,BUY,0.3285159734700545,501.7699890136719,502.2717590026855,165.00429585528386,0.2473416043265066,0.3285159734700545
2026-07-31,1,MU,BUY,0.2006941360664831,823.030029296875,823.8530593261718,165.34247798719514,0.2478485396800859,0.2006941360664831
2026-08-04,1,MU,SELL,0.2006941360664831,892.6699829101562,891.777312927246,178.9744773816234,0.2686408697034578,0.0
2026-08-05,1,AVGO,BUY,0.3621859772464719,418.2799987792969,418.69827877807614,151.64664527065324,0.2273184727558493,0.3621859772464719
2026-08-05,2,NVDA,BUY,0.709644128792214,219.22000122070312,219.43922122192384,155.72375496687405,0.2334300642635224,0.709644128792214
2026-08-05,3,PLTR,BUY,0.9785323690218468,158.42999267578125,158.588422668457,155.1839049332032,0.2326208285237305,0.9785323690218468
2026-08-05,4,ZS,BUY,0.9086225759141686,161.64999389648438,161.81164389038085,147.025712684584,0.2203916901930168,0.9086225759141686
2026-08-06,1,AMAT,SELL,0.3285159734700545,527.47998046875,526.9525004882812,173.11231367038707,0.2598417561048658,0.0
2026-08-06,2,AVGO,SELL,0.3621859772464719,420.56500244140625,420.14443743896487,152.17042365850065,0.2284079582341458,0.0
2026-08-06,3,NVDA,SELL,0.709644128792214,218.9900054931641,218.7710154876709,155.24956669073617,0.2330297550077697,0.0
2026-08-06,4,PLTR,SELL,0.9785323690218468,155.9199981689453,155.76407817077637,152.42019242095395,0.2287828613966121,0.0
2026-08-06,5,ZS,SELL,0.9086225759141686,162.60000610351562,162.43740609741212,147.59429435304648,0.2215391835659476,0.0
2026-08-06,6,TOST,BUY,4.861715493809281,34.720001220703125,34.75472122192382,168.96756664764928,0.2532825512035707,4.861715493809281
2026-08-07,1,ABNB,BUY,0.9099352446484206,178.07,178.24806999999998,162.1942011835588,0.2431292696063155,0.9099352446484206
2026-08-07,2,ANET,BUY,0.761898017644721,192.32,192.51231999999996,146.67475498018615,0.2198656042435005,0.761898017644721
2026-08-07,3,BKNG,BUY,0.685571368039022,214.42,214.63442,147.147212947662,0.2205738192087511,0.685571368039022
2026-08-07,4,TEAM,BUY,1.0131009049817437,149.07,149.21907,151.17397485753415,0.2266099393343902,1.0131009049817437
2026-08-10,1,BKNG,SELL,0.685571368039022,212.8800048828125,212.6671248779297,145.7984917394878,0.2188436820454025,0.0
2026-08-10,2,TEAM,SELL,1.0131009049817437,151.8699951171875,151.71812512207032,153.70576986330286,0.2307125144244406,0.0
2026-08-10,3,NOW,BUY,1.161938208544204,127.44000244140624,127.56744244384764,148.22548554177015,0.2221901509045019,1.161938208544204
2026-08-10,4,U,BUY,3.6698255095995953,43.099998474121094,43.14309847259521,158.32764333789726,0.2373332955329747,3.6698255095995953
2026-08-11,1,TOST,SELL,4.861715493809281,34.880001068115234,34.84512106704712,169.40706497532315,0.2542801741046122,0.0
2026-08-11,2,PLTR,BUY,0.855642748613538,174.94000244140625,175.11494244384764,149.8358306759553,0.2246040598693865,0.855642748613538
2026-08-13,1,NOW,SELL,1.161938208544204,127.25,127.12275,147.7087804002127,0.2217110272373605,0.0
2026-08-13,2,U,SELL,3.6698255095995953,45.790000915527344,45.74421091461182,167.8732721309467,0.2519779495098517,0.0
2026-08-13,3,TWLO,BUY,0.6058694875969182,249.4199981689453,249.66941816711423,151.26708245353018,0.2267495077137916,0.6058694875969182
2026-08-13,4,ZS,BUY,0.8118126952144215,188.17999267578125,188.36817266845705,152.91967394659562,0.2292267440128453,0.8118126952144215
2026-08-14,1,PLTR,SELL,0.855642748613538,174.0399932861328,173.86595329284668,148.76714216580436,0.2232996293069276,0.0
2026-08-14,2,TWLO,SELL,0.6058694875969182,238.1999969482422,237.96179695129393,144.17379198652233,0.216405006089887,0.0
2026-08-14,3,ZS,SELL,0.8118126952144215,183.6000061035156,183.41640609741208,148.89976698048295,0.2234986992865225,0.0
2026-08-14,4,NOW,BUY,1.1807993013882236,124.0,124.12399999999998,146.56553248551185,0.2197018796148732,1.1807993013882236
2026-08-14,5,SMCI,BUY,3.9164092935044983,39.84000015258789,39.87984015274047,156.18577659766663,0.2341226351496184,3.9164092935044983
2026-08-14,6,U,BUY,3.2783913925650685,46.25,46.29624999999999,151.77722750804054,0.2275142156601332,3.2783913925650685
2026-08-17,1,NOW,SELL,1.1807993013882236,117.6999969482422,117.58229695129396,138.84109409571056,0.2084006212177409,0.0
2026-08-17,2,U,SELL,3.2783913925650685,45.45000076293945,45.40455076217651,148.8538884020032,0.2234298354943018,0.0
2026-08-17,3,NBIS,BUY,0.5338039849244898,268.8500061035156,269.1188561096191,143.65671780963507,0.2153415635098347,0.5338039849244898
2026-08-17,4,ZS,BUY,0.7797675422888699,184.44000244140625,184.62444244384764,143.964147730892,0.215802401268923,0.7797675422888699
2026-08-18,1,ANET,SELL,0.761898017644721,193.17999267578125,192.98681268310543,147.03627001483113,0.2207015884757252,0.0
