date,QQQ
2025-01-02,505.93231201171875
2025-01-03,514.2120361328125
2025-01-06,520.121826171875
2025-01-07,510.8405456542969
2025-01-08,510.9299011230469
2025-01-10,502.91790771484375
2025-01-13,501.3016662597656
2025-01-14,500.82568359375
2025-01-15,512.3477783203125
2025-01-16,508.7583312988281
2025-01-17,517.3453369140625
2025-01-21,520.379638671875
2025-01-22,527.0330810546875
2025-01-23,528.153564453125
2025-01-24,525.1688842773438
2025-01-27,509.8787841796875
2025-01-28,517.414794921875
2025-01-29,516.4429931640625
2025-01-30,518.6443481445312
2025-01-31,517.8906860351562
2025-02-03,513.7459716796875
2025-02-04,520.0523071289062
2025-02-05,522.412353515625
2025-02-06,525.13916015625
2025-02-07,518.515380859375
2025-02-10,524.7920532226562
2025-02-11,523.5426635742188
2025-02-12,523.85009765625
2025-02-13,531.3861083984375
2025-02-14,533.6171264648438
2025-02-18,534.8268432617188
2025-02-19,534.9756469726562
2025-02-20,532.7048950195312
2025-02-21,521.6487426757812
2025-02-24,515.4911499023438
2025-02-25,508.9962158203125
2025-02-26,510.2257995605469
2025-02-27,496.05621337890625
2025-02-28,503.8896789550781
2025-03-03,492.8633117675781
2025-03-04,491.37591552734375
2025-03-05,497.7815856933594
2025-03-06,484.087890625
2025-03-07,487.6476135253906
2025-03-10,468.7481384277344
2025-03-11,467.6277160644531
2025-03-12,472.90289306640625
2025-03-13,464.3951721191406
2025-03-14,475.61981201171875
2025-03-17,478.7035827636719
2025-03-18,470.54290771484375
2025-03-19,476.83941650390625
2025-03-20,475.22320556640625
2025-03-21,476.78985595703125
2025-03-24,487.252685546875
2025-03-25,490.0331726074219
2025-03-26,481.01629638671875
2025-03-27,478.2754821777344
2025-03-28,465.68353271484375
2025-03-31,465.66363525390625
2025-04-01,469.41741943359375
2025-04-02,472.8434143066406
2025-04-03,447.5304260253906
2025-04-04,419.73486328125
2025-04-07,420.7477722167969
2025-04-08,413.17071533203125
2025-04-09,462.76397705078125
2025-04-10,443.0815734863281
2025-04-11,451.2445068359375
2025-04-14,454.3031005859375
2025-04-15,454.80950927734375
2025-04-16,441.095458984375
2025-04-17,441.0160217285156
2025-04-21,430.1023254394531
2025-04-22,441.39337158203125
2025-04-23,451.4033508300781
2025-04-24,464.1045837402344
2025-04-25,469.27838134765625
2025-04-28,469.1294250488281
2025-04-29,472.227783203125
2025-04-30,472.1681823730469
2025-05-01,478.33502197265625
2025-05-02,485.43536376953125
2025-05-05,482.5555419921875
2025-05-06,478.06689453125
2025-05-07,479.9437561035156
2025-05-08,484.899169921875
2025-05-09,484.5813903808594
2025-05-12,504.3233337402344
2025-05-13,512.0096435546875
2025-05-14,515.0780639648438
2025-05-15,515.6441650390625
2025-05-16,517.888427734375
2025-05-19,518.385009765625
2025-05-20,516.6570434570312
2025-05-21,509.4772644042969
2025-05-22,510.43060302734375
2025-05-23,505.70361328125
2025-05-27,517.6004028320312
2025-05-28,515.3064575195312
2025-05-29,516.3194580078125
2025-05-30,515.5050659179688
2025-06-02,519.5767211914062
2025-06-03,523.6382446289062
2025-06-04,525.0980834960938
2025-06-05,521.1456298828125
2025-06-06,526.239990234375
2025-06-09,527.0145874023438
2025-06-10,530.5001831054688
2025-06-11,528.712646484375
2025-06-12,529.9541015625
2025-06-13,523.3005981445312
2025-06-16,530.5797729492188
2025-06-17,525.4058837890625
2025-06-18,525.3165283203125
2025-06-20,523.171630859375
2025-06-23,528.551025390625
2025-06-24,536.6336669921875
2025-06-25,538.0054931640625
2025-06-26,543.0360107421875
2025-06-27,544.8951416015625
2025-06-30,548.4244384765625
2025-07-01,543.801513671875
2025-07-02,547.5892944335938
2025-07-03,552.977783203125
2025-07-07,548.8121948242188
2025-07-08,549.120361328125
2025-07-09,553.007568359375
2025-07-10,552.2122192382812
2025-07-11,550.9695434570312
2025-07-14,552.9678344726562
2025-07-15,553.4747924804688
2025-07-16,554.0414428710938
2025-07-17,558.5252075195312
2025-07-18,557.9884033203125
2025-07-21,560.8814086914062
2025-07-22,557.9784545898438
2025-07-23,560.5234375
2025-07-24,561.716552734375
2025-07-25,563.068603515625
2025-07-28,564.8282470703125
2025-07-29,563.9534301757812
2025-07-30,564.7091064453125
2025-07-31,561.716552734375
2025-08-01,550.6514282226562
2025-08-04,560.811767578125
2025-08-05,557.0042114257812
2025-08-06,564.0130615234375
2025-08-07,565.9219360351562
2025-08-08,571.2008666992188
2025-08-11,569.5108032226562
2025-08-12,576.6688232421875
2025-08-13,576.9571533203125
2025-08-14,576.509765625
2025-08-15,573.9746704101562
2025-08-18,573.7459716796875
2025-08-19,565.961669921875
2025-08-20,562.6013793945312
2025-08-21,559.99658203125
2025-08-22,568.6359252929688
2025-08-25,566.9955444335938
2025-08-26,569.272216796875
2025-08-27,570.1470336914062
2025-08-28,573.7161865234375
2025-08-29,567.0751953125
2025-09-02,562.322998046875
2025-09-03,566.7470703125
2025-09-04,571.876953125
2025-09-05,572.7020874023438
2025-09-08,575.4957275390625
2025-09-09,577.1261596679688
2025-09-10,577.3150634765625
2025-09-11,580.6754150390625
2025-09-12,583.2402954101562
2025-09-15,588.2310791015625
2025-09-16,587.7339477539062
2025-09-17,586.5608520507812
2025-09-18,591.8497924804688
2025-09-19,595.8562622070312
2025-09-22,599.3837890625
2025-09-23,595.4025268554688
2025-09-24,593.3123168945312
2025-09-25,590.75439453125
2025-09-26,593.1829223632812
2025-09-29,595.9300537109375
2025-09-30,597.5623168945312
2025-10-01,600.4288940429688
2025-10-02,602.897216796875
2025-10-03,600.3591918945312
2025-10-06,604.8680419921875
2025-10-07,601.6829833984375
2025-10-08,608.5805053710938
2025-10-09,607.8441162109375
2025-10-10,586.7432250976562
2025-10-13,599.1947021484375
2025-10-14,595.2034301757812
2025-10-15,599.4036254882812
2025-10-16,597.18408203125
2025-10-17,601.1056518554688
2025-10-20,608.6800537109375
2025-10-21,608.5208740234375
2025-10-22,602.6583862304688
2025-10-23,607.724609375
2025-10-24,614.214111328125
2025-10-27,625.1527099609375
2025-10-28,629.9601440429688
2025-10-29,632.7967529296875
2025-10-30,623.1222534179688
2025-10-31,626.1281127929688
2025-11-03,629.1240844726562
2025-11-04,616.3540649414062
2025-11-05,620.365234375
2025-11-06,608.8094482421875
2025-11-07,606.8884887695312
2025-11-10,620.3154296875
2025-11-11,618.6631469726562
2025-11-12,618.1754760742188
2025-11-13,605.5548095703125
2025-11-14,606.0125732421875
2025-11-17,600.8369140625
2025-11-18,593.5213012695312
2025-11-19,597.0646362304688
2025-11-20,582.9310302734375
2025-11-21,587.310546875
2025-11-24,602.3298950195312
2025-11-25,606.0425415039062
2025-11-26,611.3973999023438
2025-11-28,616.3540649414062
2025-12-01,614.2838134765625
2025-12-02,619.0911865234375
2025-12-03,620.6040649414062
2025-12-04,620.0267944335938
2025-12-05,622.554931640625
2025-12-08,621.3605346679688
2025-12-09,622.126953125
2025-12-10,624.6749267578125
2025-12-11,622.6544799804688
2025-12-12,610.7503662109375
2025-12-15,607.6847534179688
2025-12-16,608.88916015625
2025-12-17,597.6021118164062
2025-12-18,606.2614135742188
2025-12-19,614.164306640625
2025-12-22,617.1083374023438
2025-12-23,619.9984741210938
2025-12-24,621.812255859375
2025-12-26,621.7724609375
2025-12-29,618.7626342773438
2025-12-30,617.3275756835938
2025-12-31,612.2249145507812
2026-01-02,611.0389404296875
2026-01-05,615.8923950195312
2026-01-06,621.3040161132812
2026-01-07,621.9019775390625
2026-01-08,618.3639526367188
2026-01-09,624.5230712890625
2026-01-12,625.041259765625
2026-01-13,624.114501953125
2026-01-14,617.4471435546875
2026-01-15,619.6696166992188
2026-01-16,619.1513671875
2026-01-20,605.9961547851562
2026-01-21,614.1883544921875
2026-01-22,618.6530151367188
2026-01-23,620.6063842773438
2026-01-26,623.337158203125
2026-01-27,628.9878540039062
2026-01-28,631.0707397460938
2026-01-29,627.2935791015625
2026-01-30,619.7592163085938
2026-02-02,624.0147705078125
2026-02-03,614.4274291992188
2026-02-04,603.6939697265625
2026-02-05,595.0036010742188
2026-02-06,607.580810546875
2026-02-09,612.2349243164062
2026-02-10,609.3945922851562
2026-02-11,611.0289916992188
2026-02-12,598.6013793945312
2026-02-13,599.876953125
2026-02-17,599.2590942382812
2026-02-18,603.7338256835938
2026-02-19,601.4216918945312
2026-02-20,606.7435913085938
2026-02-23,599.3687133789062
2026-02-24,605.8068237304688
2026-02-25,614.5868530273438
2026-02-26,607.1721801757812
2026-02-27,605.228759765625
2026-03-02,606.0260620117188
2026-03-03,599.5381469726562
2026-03-04,608.677001953125
2026-03-05,606.8432006835938
2026-03-06,597.71435546875
2026-03-09,605.6972045898438
2026-03-10,605.7071533203125
2026-03-11,605.6273803710938
2026-03-12,595.2327880859375
2026-03-13,591.7047729492188
2026-03-16,598.3422241210938
2026-03-17,601.2623291015625
2026-03-18,592.880859375
2026-03-19,591.0071411132812
2026-03-20,580.0843505859375
2026-03-23,586.7431640625
2026-03-24,582.731689453125
2026-03-25,586.5635375976562
2026-03-26,572.5634765625
2026-03-27,561.37744140625
2026-03-30,557.0867309570312
2026-03-31,575.9462280273438
2026-04-01,583.06103515625
2026-04-02,583.7295532226562
2026-04-06,587.2420654296875
2026-04-07,587.3319091796875
2026-04-08,604.7944946289062
2026-04-09,608.8856811523438
2026-04-10,609.7637939453125
2026-04-13,616.0703735351562
2026-04-14,627.2562866210938
2026-04-15,636.0375366210938
2026-04-16,639.1009521484375
2026-04-17,647.4630126953125
2026-04-20,645.4074096679688
2026-04-21,642.9527587890625
2026-04-22,653.7096557617188
2026-04-23,650.0275268554688
2026-04-24,662.4609375
2026-04-27,662.8101806640625
2026-04-28,656.1444702148438
2026-04-29,660.1558837890625
2026-04-30,666.3126831054688
2026-05-01,672.7090454101562
2026-05-04,671.4417114257812
2026-05-05,680.1530151367188
2026-05-06,694.2827758789062
2026-05-07,693.4545288085938
2026-05-08,709.709716796875
2026-05-11,711.7653198242188
2026-05-12,705.7282104492188
2026-05-13,713.1823120117188
2026-05-14,718.2514038085938
2026-05-15,707.4146118164062
2026-05-18,704.3711547851562
2026-05-19,700.030517578125
2026-05-20,711.6256103515625
2026-05-21,712.9827270507812
2026-05-22,716.0062255859375
2026-05-26,728.718994140625
2026-05-27,727.8907470703125
2026-05-28,734.0276489257812
2026-05-29,736.7318115234375
2026-06-01,741.15234375
2026-06-02,744.5650024414062
2026-06-03,742.6192626953125
2026-06-04,739.0269165039062
2026-06-05,703.5528564453125
2026-06-08,714.5394287109375
2026-06-09,706.3170166015625
2026-06-10,692.2072143554688
2026-06-11,715.587158203125
2026-06-12,719.7981567382812
2026-06-15,742.40966796875
2026-06-16,728.2998657226562
2026-06-17,720.9656372070312
2026-06-18,739.0369262695312
2026-06-22,737.1818237304688
2026-06-23,712.9071655273438
2026-06-24,709.8803100585938
2026-06-25,715.63427734375
2026-06-26,705.7846069335938
2026-06-29,723.3262939453125
2026-06-30,735.6334838867188
2026-07-01,724.4151000976562
2026-07-02,711.8582153320312
2026-07-06,722.067626953125
2026-07-07,708.6915283203125
2026-07-08,710.699462890625
2026-07-09,722.5271606445312
2026-07-10,724.7548217773438
2026-07-13,710.9990844726562
2026-07-14,718.9408569335938
2026-07-15,716.9928588867188
2026-07-16,705.2051391601562
2026-07-17,694.606201171875
2026-07-20,695.33544921875
2026-07-21,708.2319946289062
2026-07-22,704.61572265625
2026-07-23,691.23974609375
2026-07-24,683.5177612304688
2026-07-27,681.4099731445312
2026-07-28,674.786865234375
2026-07-29,661.0411376953125
2026-07-30,682.8384399414062
2026-07-31,687.2738647460938
2026-08-03,699.34130859375
2026-08-04,723.0964965820312
2026-08-05,716.5533447265625
2026-08-06,713.9061279296875
2026-08-07,722.2774047851562
2026-08-10,720.11962890625
2026-08-11,717.7021484375
2026-08-12,722.9467163085938
2026-08-13,731.3079833984375
2026-08-14,730.3090209960938
2026-08-17,729.1102294921875
2026-08-18,716.7631225585938
2026-08-19,715.3345947265625
2026-08-20,710.18994140625
2026-08-21,712.6973876953125
2026-08-24,705.5847778320312
2026-08-25,709.9801635742188
2026-08-26,710.6295166015625
2026-08-27,720.359375
2026-08-28,715.6842651367188
2026-08-31,716.013916015625
2026-09-01,706.9033813476562
2026-09-02,708.501708984375
2026-09-03,716.9229125976562
2026-09-04,718.2116088867188
2026-09-08,717.6122436523438
2026-09-09,715.5643920898438
2026-09-10,707.9523315429688
2026-09-11,714.1358642578125
2026-09-14,708.4417724609375
2026-09-15,703.8065795898438
2026-09-16,703.9863891601562
2026-09-17,716.1737060546875
2026-09-18,720.6990356445312
2026-09-21,741.469970703125
2026-09-22,747.4600219726562
2026-09-23,741.2100219726562
2026-09-24,741.0999755859375
2026-09-25,744.5
